This file contains information about the containers on an already loaded ship.
The sorting is already done when loading the containers.
Ship dimensions (length, width, height): 
24	22	18
Dimensions for each section (length, width, max_height): 
4	11	18
--------------------
Section 3
This section has no holding container
--------------------
Stack at (0, 0), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 9,	 16)	0986	40	4	4	8	22
(3,	 9,	 17)	3460	40	4	0	4	22
Stack at (3, 10), in section: 2
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 10,	 0)	1656	20	2	19	21	20
(3,	 10,	 0)	1714	20	2	11	13	20
(3,	 10,	 1)	2883	20	2	7	9	20
(3,	 10,	 1)	2892	20	2	20	22	20
(3,	 10,	 2)	3487	20	2	17	19	20
(3,	 10,	 2)	3495	20	2	9	11	20
(3,	 10,	 3)	4615	20	2	12	14	20
(3,	 10,	 3)	4616	20	2	9	11	20
(3,	 10,	 4)	5476	40	4	21	25	22
(3,	 10,	 5)	0564	20	2	13	15	20
(3,	 10,	 5)	0565	20	2	4	6	20
(3,	 10,	 6)	0998	40	4	16	20	22
(3,	 10,	 7)	2450	40	4	16	20	22
(3,	 10,	 8)	4355	40	4	11	15	22
(3,	 10,	 9)	5111	40	4	11	15	22
(3,	 10,	 10)	0324	40	4	8	12	22
(3,	 10,	 11)	1344	20	2	6	8	20
(3,	 10,	 11)	1345	20	2	1	3	20
(3,	 10,	 12)	1593	40	4	5	9	22
(3,	 10,	 13)	4160	40	4	4	8	22
(3,	 10,	 14)	0315	40	4	2	6	22
(3,	 10,	 15)	2390	40	4	1	5	22
(3,	 10,	 16)	4096	40	4	1	5	22
(3,	 10,	 17)	5436	40	4	0	4	22
--------------------
Section 1
This section has no holding container
--------------------
Stack at (0, 0), in section: 1
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 0,	 0)	2217	20	2	17	19	20
(0,	 0,	 0)	2218	20	2	13	15	20
(0,	 0,	 1)	5235	20	2	11	13	20
(0,	 0,	 1)	5244	20	2	18	20	20
(0,	 0,	 2)	3311	20	2	17	19	20
(0,	 0,	 2)	3322	20	2	8	10	20
(0,	 0,	 3)	4777	40	4	20	24	22
(0,	 0,	 4)	5841	40	4	18	22	22
(0,	 0,	 5)	0567	40	4	17	21	22
(0,	 0,	 6)	4395	40	4	17	21	22
(0,	 0,	 7)	1053	20	2	7	9	20
(0,	 0,	 7)	1054	20	2	9	11	20
(0,	 0,	 8)	0003	40	4	15	19	22
(0,	 0,	 9)	2842	20	2	13	15	20
(0,	 0,	 9)	2855	20	2	1	3	20
(0,	 0,	 10)	1900	20	2	5	7	20
(0,	 0,	 10)	1909	20	2	7	9	20
(0,	 0,	 11)	4078	40	4	12	16	22
(0,	 0,	 12)	1449	20	2	2	4	20
(0,	 0,	 12)	1450	20	2	7	9	20
(0,	 0,	 13)	3908	40	4	5	9	22
(0,	 0,	 14)	1663	40	4	3	7	22
(0,	 0,	 15)	3228	40	4	1	5	22
(0,	 0,	 16)	0942	40	4	0	4	22
(0,	 0,	 17)	1811	40	4	0	4	22
Stack at (0, 1), in section: 1
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 1,	 0)	0002	20	2	15	17	20
(0,	 1,	 0)	0013	20	2	12	14	20
(0,	 1,	 1)	3376	20	2	18	20	20
(0,	 1,	 1)	3377	20	2	7	9	20
(0,	 1,	 2)	2283	20	2	13	15	20
(0,	 1,	 2)	2284	20	2	11	13	20
(0,	 1,	 3)	5034	20	2	12	14	20
(0,	 1,	 3)	5035	20	2	10	12	20
(0,	 1,	 4)	1300	20	2	20	22	20
(0,	 1,	 4)	1301	20	2	0	2	20
(0,	 1,	 5)	3917	40	4	19	23	22
(0,	 1,	 6)	0820	40	4	11	15	22
(0,	 1,	 7)	2012	40	4	11	15	22
(0,	 1,	 8)	4342	20	2	7	9	20
(0,	 1,	 8)	4343	20	2	3	5	20
(0,	 1,	 9)	2963	40	4	9	13	22
(0,	 1,	 10)	5530	20	2	6	8	20
(0,	 1,	 10)	5552	20	2	3	5	20
(0,	 1,	 11)	1086	40	4	8	12	22
(0,	 1,	 12)	1767	20	2	3	5	20
(0,	 1,	 12)	1768	20	2	5	7	20
(0,	 1,	 13)	4600	40	4	6	10	22
(0,	 1,	 14)	4817	40	4	6	10	22
(0,	 1,	 15)	3190	40	4	3	7	22
(0,	 1,	 16)	2826	40	4	1	5	22
(0,	 1,	 17)	5745	40	4	0	4	22
Stack at (0, 2), in section: 1
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 2,	 0)	0556	20	2	19	21	20
(0,	 2,	 0)	0590	20	2	18	20	20
(0,	 2,	 1)	5814	20	2	16	18	20
(0,	 2,	 1)	5815	20	2	14	16	20
(0,	 2,	 2)	1717	20	2	8	10	20
(0,	 2,	 2)	1718	20	2	11	13	20
(0,	 2,	 3)	3162	40	4	19	23	22
(0,	 2,	 4)	5491	40	4	18	22	22
(0,	 2,	 5)	0025	40	4	16	20	22
(0,	 2,	 6)	1335	20	2	14	16	20
(0,	 2,	 6)	1346	20	2	1	3	20
(0,	 2,	 7)	2461	40	4	15	19	22
(0,	 2,	 8)	2789	40	4	15	19	22
(0,	 2,	 9)	3916	20	2	0	2	20
(0,	 2,	 9)	3935	20	2	15	17	20
(0,	 2,	 10)	3651	40	4	11	15	22
(0,	 2,	 11)	5086	40	4	10	14	22
(0,	 2,	 12)	2195	40	4	9	13	22
(0,	 2,	 13)	4489	40	4	8	12	22
(0,	 2,	 14)	4290	40	4	7	11	22
(0,	 2,	 15)	4736	40	4	6	10	22
(0,	 2,	 16)	5306	40	4	3	7	22
(0,	 2,	 17)	4965	40	4	1	5	22
Stack at (0, 3), in section: 1
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 3,	 0)	0032	40	4	21	25	22
(0,	 3,	 1)	3288	40	4	21	25	22
(0,	 3,	 2)	0706	40	4	20	24	22
(0,	 3,	 3)	4036	40	4	19	23	22
(0,	 3,	 4)	5222	40	4	19	23	22
(0,	 3,	 5)	1668	40	4	16	20	22
(0,	 3,	 6)	2955	40	4	15	19	22
(0,	 3,	 7)	4930	40	4	13	17	22
(0,	 3,	 8)	2423	40	4	11	15	22
(0,	 3,	 9)	4460	40	4	10	14	22
(0,	 3,	 10)	1459	40	4	9	13	22
(0,	 3,	 11)	3821	40	4	9	13	22
(0,	 3,	 12)	2042	20	2	4	6	20
(0,	 3,	 12)	2043	20	2	4	6	20
(0,	 3,	 13)	2688	40	4	8	12	22
(0,	 3,	 14)	1228	40	4	6	10	22
(0,	 3,	 15)	4769	40	4	3	7	22
(0,	 3,	 16)	1115	40	4	1	5	22
(0,	 3,	 17)	2296	40	4	1	5	22
Stack at (0, 4), in section: 1
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 4,	 0)	0414	20	2	17	19	20
(0,	 4,	 0)	0415	20	2	14	16	20
(0,	 4,	 1)	3531	20	2	11	13	20
(0,	 4,	 1)	3540	20	2	16	18	20
(0,	 4,	 2)	2726	20	2	11	13	20
(0,	 4,	 2)	2733	20	2	14	16	20
(0,	 4,	 3)	1672	40	4	21	25	22
(0,	 4,	 4)	4117	20	2	8	10	20
(0,	 4,	 4)	4118	20	2	13	15	20
(0,	 4,	 5)	5367	40	4	21	25	22
(0,	 4,	 6)	1066	20	2	6	8	20
(0,	 4,	 6)	1067	20	2	14	16	20
(0,	 4,	 7)	6200	40	4	17	21	22
(0,	 4,	 8)	2391	40	4	16	20	22
(0,	 4,	 9)	4979	40	4	15	19	22
(0,	 4,	 10)	6017	40	4	15	19	22
(0,	 4,	 11)	4556	40	4	14	18	22
(0,	 4,	 12)	5753	40	4	12	16	22
(0,	 4,	 13)	2150	40	4	7	11	22
(0,	 4,	 14)	0042	20	2	5	7	20
(0,	 4,	 14)	0043	20	2	0	2	20
(0,	 4,	 15)	3388	40	4	5	9	22
(0,	 4,	 16)	1553	20	2	1	3	20
(0,	 4,	 16)	1554	20	2	0	2	20
(0,	 4,	 17)	1603	40	4	0	4	22
Stack at (0, 5), in section: 1
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 5,	 0)	1308	20	2	19	21	20
(0,	 5,	 0)	1309	20	2	8	10	20
(0,	 5,	 1)	4654	20	2	10	12	20
(0,	 5,	 1)	4655	20	2	16	18	20
(0,	 5,	 2)	4178	20	2	9	11	20
(0,	 5,	 2)	4206	20	2	13	15	20
(0,	 5,	 3)	6139	40	4	22	26	22
(0,	 5,	 4)	0048	40	4	21	25	22
(0,	 5,	 5)	0711	40	4	21	25	22
(0,	 5,	 6)	2316	20	2	9	11	20
(0,	 5,	 6)	2317	20	2	9	11	20
(0,	 5,	 7)	5848	40	4	18	22	22
(0,	 5,	 8)	1941	20	2	4	6	20
(0,	 5,	 8)	1942	20	2	13	15	20
(0,	 5,	 9)	5263	40	4	13	17	22
(0,	 5,	 10)	2720	40	4	12	16	22
(0,	 5,	 11)	3109	20	2	8	10	20
(0,	 5,	 11)	3116	20	2	4	6	20
(0,	 5,	 12)	3828	40	4	11	15	22
(0,	 5,	 13)	5631	40	4	10	14	22
(0,	 5,	 14)	3586	40	4	9	13	22
(0,	 5,	 15)	1147	20	2	1	3	20
(0,	 5,	 15)	1148	20	2	3	5	20
(0,	 5,	 16)	3407	40	4	4	8	22
(0,	 5,	 17)	4083	40	4	2	6	22
Stack at (0, 6), in section: 1
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 6,	 0)	0783	20	2	12	14	20
(0,	 6,	 0)	0784	20	2	18	20	20
(0,	 6,	 1)	5469	20	2	15	17	20
(0,	 6,	 1)	5470	20	2	13	15	20
(0,	 6,	 2)	5963	20	2	20	22	20
(0,	 6,	 2)	5964	20	2	7	9	20
(0,	 6,	 3)	3502	20	2	18	20	20
(0,	 6,	 3)	3507	20	2	4	6	20
(0,	 6,	 4)	4948	40	4	22	26	22
(0,	 6,	 5)	1812	20	2	8	10	20
(0,	 6,	 5)	1813	20	2	13	15	20
(0,	 6,	 6)	3019	40	4	20	24	22
(0,	 6,	 7)	3978	40	4	17	21	22
(0,	 6,	 8)	0055	40	4	15	19	22
(0,	 6,	 9)	2627	40	4	15	19	22
(0,	 6,	 10)	4394	20	2	7	9	20
(0,	 6,	 10)	4426	20	2	4	6	20
(0,	 6,	 11)	2400	40	4	10	14	22
(0,	 6,	 12)	1588	40	4	9	13	22
(0,	 6,	 13)	6244	20	2	4	6	20
(0,	 6,	 13)	6245	20	2	5	7	20
(0,	 6,	 14)	4669	40	4	7	11	22
(0,	 6,	 15)	0573	40	4	6	10	22
(0,	 6,	 16)	1391	40	4	4	8	22
(0,	 6,	 17)	2299	40	4	0	4	22
Stack at (0, 7), in section: 1
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 7,	 0)	0054	20	2	16	18	20
(0,	 7,	 0)	0065	20	2	8	10	20
(0,	 7,	 1)	5448	20	2	16	18	20
(0,	 7,	 1)	5449	20	2	8	10	20
(0,	 7,	 2)	3194	40	4	21	25	22
(0,	 7,	 3)	2327	20	2	16	18	20
(0,	 7,	 3)	2328	20	2	4	6	20
(0,	 7,	 4)	0748	20	2	2	4	20
(0,	 7,	 4)	0749	20	2	17	19	20
(0,	 7,	 5)	2765	40	4	17	21	22
(0,	 7,	 6)	4564	40	4	17	21	22
(0,	 7,	 7)	1337	40	4	16	20	22
(0,	 7,	 8)	3890	20	2	14	16	20
(0,	 7,	 8)	3891	20	2	1	3	20
(0,	 7,	 9)	4215	40	4	15	19	22
(0,	 7,	 10)	6095	40	4	15	19	22
(0,	 7,	 11)	1726	40	4	13	17	22
(0,	 7,	 12)	5883	40	4	10	14	22
(0,	 7,	 13)	2050	40	4	9	13	22
(0,	 7,	 14)	5046	40	4	7	11	22
(0,	 7,	 15)	1158	40	4	5	9	22
(0,	 7,	 16)	3719	40	4	5	9	22
(0,	 7,	 17)	5207	20	2	4	6	20
(0,	 7,	 17)	5231	20	2	1	3	20
Stack at (0, 8), in section: 1
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 8,	 0)	3085	20	2	15	17	20
(0,	 8,	 0)	3086	20	2	20	22	20
(0,	 8,	 1)	1606	40	4	20	24	22
(0,	 8,	 2)	3834	40	4	20	24	22
(0,	 8,	 3)	4698	40	4	20	24	22
(0,	 8,	 4)	5460	40	4	20	24	22
(0,	 8,	 5)	0827	40	4	16	20	22
(0,	 8,	 6)	2054	40	4	15	19	22
(0,	 8,	 7)	5832	40	4	15	19	22
(0,	 8,	 8)	2468	40	4	14	18	22
(0,	 8,	 9)	1321	20	2	9	11	20
(0,	 8,	 9)	1322	20	2	2	4	20
(0,	 8,	 10)	0077	40	4	10	14	22
(0,	 8,	 11)	2775	40	4	9	13	22
(0,	 8,	 12)	0462	20	2	0	2	20
(0,	 8,	 12)	0463	20	2	8	10	20
(0,	 8,	 13)	4466	40	4	8	12	22
(0,	 8,	 14)	4254	40	4	7	11	22
(0,	 8,	 15)	5181	40	4	7	11	22
(0,	 8,	 16)	1164	40	4	3	7	22
(0,	 8,	 17)	0725	40	4	1	5	22
Stack at (0, 9), in section: 1
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 9,	 0)	5929	20	2	15	17	20
(0,	 9,	 0)	5930	20	2	16	18	20
(0,	 9,	 1)	0076	20	2	9	11	20
(0,	 9,	 1)	0088	20	2	20	22	20
(0,	 9,	 2)	3780	20	2	17	19	20
(0,	 9,	 2)	3781	20	2	9	11	20
(0,	 9,	 3)	2799	40	4	22	26	22
(0,	 9,	 4)	2338	40	4	21	25	22
(0,	 9,	 5)	1462	20	2	0	2	20
(0,	 9,	 5)	1463	20	2	20	22	20
(0,	 9,	 6)	3330	40	4	19	23	22
(0,	 9,	 7)	1914	40	4	18	22	22
(0,	 9,	 8)	6263	40	4	17	21	22
(0,	 9,	 9)	0862	40	4	16	20	22
(0,	 9,	 10)	5418	40	4	14	18	22
(0,	 9,	 11)	5085	20	2	0	2	20
(0,	 9,	 11)	5099	20	2	13	15	20
(0,	 9,	 12)	4739	40	4	12	16	22
(0,	 9,	 13)	1211	40	4	7	11	22
(0,	 9,	 14)	4350	40	4	7	11	22
(0,	 9,	 15)	4532	40	4	5	9	22
(0,	 9,	 16)	5731	40	4	4	8	22
(0,	 9,	 17)	5856	40	4	3	7	22
Stack at (0, 10), in section: 1
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 10,	 0)	2091	40	4	22	26	22
(0,	 10,	 1)	3799	40	4	22	26	22
(0,	 10,	 2)	0676	20	2	20	22	20
(0,	 10,	 2)	0677	20	2	1	3	20
(0,	 10,	 3)	4471	40	4	20	24	22
(0,	 10,	 4)	4978	20	2	6	8	20
(0,	 10,	 4)	4989	20	2	14	16	20
(0,	 10,	 5)	3342	40	4	19	23	22
(0,	 10,	 6)	1116	40	4	11	15	22
(0,	 10,	 7)	3026	40	4	11	15	22
(0,	 10,	 8)	1476	20	2	7	9	20
(0,	 10,	 8)	1477	20	2	2	4	20
(0,	 10,	 9)	1667	20	2	4	6	20
(0,	 10,	 9)	1686	20	2	3	5	20
(0,	 10,	 10)	1926	20	2	2	4	20
(0,	 10,	 10)	1927	20	2	5	7	20
(0,	 10,	 11)	4257	40	4	7	11	22
(0,	 10,	 12)	2821	40	4	6	10	22
(0,	 10,	 13)	0099	40	4	4	8	22
(0,	 10,	 14)	0406	20	2	3	5	20
(0,	 10,	 14)	0407	20	2	1	3	20
(0,	 10,	 15)	0499	40	4	4	8	22
(0,	 10,	 16)	2694	40	4	3	7	22
(0,	 10,	 17)	2597	40	4	0	4	22
Stack at (1, 0), in section: 1
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 0,	 0)	5262	20	2	14	16	20
(1,	 0,	 0)	5271	20	2	9	11	20
(1,	 0,	 1)	1244	40	4	22	26	22
(1,	 0,	 2)	6121	40	4	22	26	22
(1,	 0,	 3)	2202	40	4	20	24	22
(1,	 0,	 4)	3102	20	2	19	21	20
(1,	 0,	 4)	3103	20	2	1	3	20
(1,	 0,	 5)	5762	20	2	6	8	20
(1,	 0,	 5)	5763	20	2	14	16	20
(1,	 0,	 6)	0490	20	2	6	8	20
(1,	 0,	 6)	0503	20	2	13	15	20
(1,	 0,	 7)	1746	40	4	18	22	22
(1,	 0,	 8)	4569	40	4	18	22	22
(1,	 0,	 9)	2639	40	4	16	20	22
(1,	 0,	 10)	3552	40	4	16	20	22
(1,	 0,	 11)	0931	40	4	12	16	22
(1,	 0,	 12)	4157	40	4	12	16	22
(1,	 0,	 13)	5091	40	4	9	13	22
(1,	 0,	 14)	3924	40	4	8	12	22
(1,	 0,	 15)	0103	40	4	5	9	22
(1,	 0,	 16)	4441	40	4	4	8	22
(1,	 0,	 17)	0431	40	4	3	7	22
Stack at (1, 1), in section: 1
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 1,	 0)	3341	20	2	20	22	20
(1,	 1,	 0)	3351	20	2	20	22	20
(1,	 1,	 1)	6006	20	2	15	17	20
(1,	 1,	 1)	6025	20	2	14	16	20
(1,	 1,	 2)	1856	20	2	7	9	20
(1,	 1,	 2)	1857	20	2	19	21	20
(1,	 1,	 3)	5049	20	2	6	8	20
(1,	 1,	 3)	5050	20	2	17	19	20
(1,	 1,	 4)	1394	40	4	19	23	22
(1,	 1,	 5)	2862	20	2	13	15	20
(1,	 1,	 5)	2863	20	2	6	8	20
(1,	 1,	 6)	2479	20	2	15	17	20
(1,	 1,	 6)	2480	20	2	3	5	20
(1,	 1,	 7)	0110	40	4	16	20	22
(1,	 1,	 8)	0607	40	4	16	20	22
(1,	 1,	 9)	5712	40	4	13	17	22
(1,	 1,	 10)	4674	40	4	12	16	22
(1,	 1,	 11)	1166	40	4	8	12	22
(1,	 1,	 12)	0938	20	2	7	9	20
(1,	 1,	 12)	0945	20	2	0	2	20
(1,	 1,	 13)	4482	40	4	7	11	22
(1,	 1,	 14)	4179	40	4	6	10	22
(1,	 1,	 15)	5558	40	4	5	9	22
(1,	 1,	 16)	4402	40	4	2	6	22
(1,	 1,	 17)	5976	40	4	0	4	22
Stack at (1, 2), in section: 1
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 2,	 0)	0109	20	2	12	14	20
(1,	 2,	 0)	0116	20	2	10	12	20
(1,	 2,	 1)	2978	20	2	2	4	20
(1,	 2,	 1)	2988	20	2	19	21	20
(1,	 2,	 2)	5143	40	4	21	25	22
(1,	 2,	 3)	5645	20	2	18	20	20
(1,	 2,	 3)	5653	20	2	3	5	20
(1,	 2,	 4)	3671	40	4	18	22	22
(1,	 2,	 5)	4354	40	4	18	22	22
(1,	 2,	 6)	1480	20	2	16	18	20
(1,	 2,	 6)	1497	20	2	1	3	20
(1,	 2,	 7)	4768	20	2	11	13	20
(1,	 2,	 7)	4788	20	2	5	7	20
(1,	 2,	 8)	2575	40	4	15	19	22
(1,	 2,	 9)	1876	40	4	12	16	22
(1,	 2,	 10)	0913	40	4	10	14	22
(1,	 2,	 11)	1198	40	4	10	14	22
(1,	 2,	 12)	4087	40	4	10	14	22
(1,	 2,	 13)	6049	40	4	10	14	22
(1,	 2,	 14)	0728	40	4	8	12	22
(1,	 2,	 15)	2369	40	4	8	12	22
(1,	 2,	 16)	3482	40	4	6	10	22
(1,	 2,	 17)	2211	20	2	1	3	20
(1,	 2,	 17)	2212	20	2	4	6	20
Stack at (1, 3), in section: 1
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 3,	 0)	3628	20	2	17	19	20
(1,	 3,	 0)	3635	20	2	14	16	20
(1,	 3,	 1)	0798	20	2	14	16	20
(1,	 3,	 1)	0799	20	2	15	17	20
(1,	 3,	 2)	0125	20	2	17	19	20
(1,	 3,	 2)	0126	20	2	8	10	20
(1,	 3,	 3)	2123	40	4	19	23	22
(1,	 3,	 4)	5989	40	4	19	23	22
(1,	 3,	 5)	4449	40	4	17	21	22
(1,	 3,	 6)	1355	20	2	2	4	20
(1,	 3,	 6)	1367	20	2	14	16	20
(1,	 3,	 7)	3025	20	2	2	4	20
(1,	 3,	 7)	3036	20	2	14	16	20
(1,	 3,	 8)	1775	40	4	15	19	22
(1,	 3,	 9)	4891	40	4	13	17	22
(1,	 3,	 10)	5503	20	2	11	13	20
(1,	 3,	 10)	5520	20	2	1	3	20
(1,	 3,	 11)	2727	40	4	10	14	22
(1,	 3,	 12)	5776	40	4	9	13	22
(1,	 3,	 13)	3448	20	2	0	2	20
(1,	 3,	 13)	3457	20	2	6	8	20
(1,	 3,	 14)	4293	20	2	3	5	20
(1,	 3,	 14)	4294	20	2	2	4	20
(1,	 3,	 15)	5379	40	4	5	9	22
(1,	 3,	 16)	2583	40	4	4	8	22
(1,	 3,	 17)	5216	40	4	2	6	22
Stack at (1, 4), in section: 1
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 4,	 0)	2825	20	2	13	15	20
(1,	 4,	 0)	2827	20	2	18	20	20
(1,	 4,	 1)	0139	20	2	18	20	20
(1,	 4,	 1)	0140	20	2	8	10	20
(1,	 4,	 2)	0812	20	2	19	21	20
(1,	 4,	 2)	0813	20	2	4	6	20
(1,	 4,	 3)	1558	40	4	19	23	22
(1,	 4,	 4)	3592	40	4	19	23	22
(1,	 4,	 5)	2267	20	2	11	13	20
(1,	 4,	 5)	2268	20	2	4	6	20
(1,	 4,	 6)	4362	40	4	15	19	22
(1,	 4,	 7)	4705	40	4	15	19	22
(1,	 4,	 8)	5430	40	4	11	15	22
(1,	 4,	 9)	1272	40	4	8	12	22
(1,	 4,	 10)	4131	40	4	8	12	22
(1,	 4,	 11)	5187	40	4	6	10	22
(1,	 4,	 12)	2103	40	4	4	8	22
(1,	 4,	 13)	1998	40	4	3	7	22
(1,	 4,	 14)	3952	40	4	3	7	22
(1,	 4,	 15)	2718	40	4	2	6	22
(1,	 4,	 16)	2608	40	4	1	5	22
(1,	 4,	 17)	5136	40	4	1	5	22
Stack at (1, 5), in section: 1
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 5,	 0)	5014	20	2	3	5	20
(1,	 5,	 0)	5015	20	2	18	20	20
(1,	 5,	 1)	0511	40	4	20	24	22
(1,	 5,	 2)	4185	40	4	20	24	22
(1,	 5,	 3)	5504	40	4	20	24	22
(1,	 5,	 4)	3045	40	4	19	23	22
(1,	 5,	 5)	1231	20	2	4	6	20
(1,	 5,	 5)	1232	20	2	14	16	20
(1,	 5,	 6)	2407	40	4	16	20	22
(1,	 5,	 7)	3503	40	4	15	19	22
(1,	 5,	 8)	4604	40	4	14	18	22
(1,	 5,	 9)	1967	40	4	13	17	22
(1,	 5,	 10)	3854	20	2	11	13	20
(1,	 5,	 10)	3855	20	2	2	4	20
(1,	 5,	 11)	5887	40	4	13	17	22
(1,	 5,	 12)	0154	40	4	12	16	22
(1,	 5,	 13)	0948	40	4	10	14	22
(1,	 5,	 14)	2747	40	4	9	13	22
(1,	 5,	 15)	1781	40	4	4	8	22
(1,	 5,	 16)	1648	40	4	3	7	22
(1,	 5,	 17)	2278	40	4	1	5	22
Stack at (1, 6), in section: 1
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 6,	 0)	1079	20	2	15	17	20
(1,	 6,	 0)	1091	20	2	13	15	20
(1,	 6,	 1)	3695	20	2	13	15	20
(1,	 6,	 1)	3696	20	2	12	14	20
(1,	 6,	 2)	2131	40	4	21	25	22
(1,	 6,	 3)	3167	40	4	21	25	22
(1,	 6,	 4)	4668	20	2	5	7	20
(1,	 6,	 4)	4689	20	2	16	18	20
(1,	 6,	 5)	4224	40	4	20	24	22
(1,	 6,	 6)	1692	20	2	18	20	20
(1,	 6,	 6)	1693	20	2	1	3	20
(1,	 6,	 7)	2611	40	4	18	22	22
(1,	 6,	 8)	0557	40	4	15	19	22
(1,	 6,	 9)	0162	40	4	14	18	22
(1,	 6,	 10)	5189	40	4	14	18	22
(1,	 6,	 11)	5561	40	4	14	18	22
(1,	 6,	 12)	6003	40	4	10	14	22
(1,	 6,	 13)	6158	40	4	6	10	22
(1,	 6,	 14)	0903	40	4	5	9	22
(1,	 6,	 15)	3123	40	4	2	6	22
(1,	 6,	 16)	5861	40	4	2	6	22
(1,	 6,	 17)	5928	40	4	0	4	22
Stack at (1, 7), in section: 1
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 7,	 0)	4006	20	2	10	12	20
(1,	 7,	 0)	4007	20	2	20	22	20
(1,	 7,	 1)	3564	40	4	22	26	22
(1,	 7,	 2)	1173	20	2	10	12	20
(1,	 7,	 2)	1174	20	2	11	13	20
(1,	 7,	 3)	3044	20	2	1	3	20
(1,	 7,	 3)	3054	20	2	20	22	20
(1,	 7,	 4)	0446	20	2	16	18	20
(1,	 7,	 4)	0447	20	2	4	6	20
(1,	 7,	 5)	5105	40	4	19	23	22
(1,	 7,	 6)	2406	20	2	2	4	20
(1,	 7,	 6)	2414	20	2	16	18	20
(1,	 7,	 7)	4646	40	4	15	19	22
(1,	 7,	 8)	5588	40	4	15	19	22
(1,	 7,	 9)	1821	40	4	13	17	22
(1,	 7,	 10)	0893	40	4	11	15	22
(1,	 7,	 11)	2807	40	4	7	11	22
(1,	 7,	 12)	1651	40	4	4	8	22
(1,	 7,	 13)	0173	40	4	2	6	22
(1,	 7,	 14)	0389	40	4	2	6	22
(1,	 7,	 15)	2143	40	4	2	6	22
(1,	 7,	 16)	2274	20	2	2	4	20
(1,	 7,	 16)	2275	20	2	0	2	20
(1,	 7,	 17)	5531	40	4	0	4	22
Stack at (1, 8), in section: 1
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 8,	 0)	3434	20	2	17	19	20
(1,	 8,	 0)	3435	20	2	16	18	20
(1,	 8,	 1)	0380	20	2	18	20	20
(1,	 8,	 1)	0393	20	2	14	16	20
(1,	 8,	 2)	1875	20	2	20	22	20
(1,	 8,	 2)	1882	20	2	9	11	20
(1,	 8,	 3)	6089	20	2	16	18	20
(1,	 8,	 3)	6106	20	2	11	13	20
(1,	 8,	 4)	5688	20	2	15	17	20
(1,	 8,	 4)	5689	20	2	10	12	20
(1,	 8,	 5)	2490	20	2	19	21	20
(1,	 8,	 5)	2512	20	2	4	6	20
(1,	 8,	 6)	1393	20	2	9	11	20
(1,	 8,	 6)	1403	20	2	11	13	20
(1,	 8,	 7)	4139	40	4	19	23	22
(1,	 8,	 8)	3110	40	4	14	18	22
(1,	 8,	 9)	5178	20	2	1	3	20
(1,	 8,	 9)	5196	20	2	13	15	20
(1,	 8,	 10)	6282	40	4	12	16	22
(1,	 8,	 11)	4960	40	4	10	14	22
(1,	 8,	 12)	0993	20	2	3	5	20
(1,	 8,	 12)	0994	20	2	6	8	20
(1,	 8,	 13)	4612	20	2	4	6	20
(1,	 8,	 13)	4613	20	2	5	7	20
(1,	 8,	 14)	1258	40	4	4	8	22
(1,	 8,	 15)	5571	40	4	3	7	22
(1,	 8,	 16)	0175	40	4	2	6	22
(1,	 8,	 17)	4536	40	4	1	5	22
Stack at (1, 9), in section: 1
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 9,	 0)	6157	20	2	19	21	20
(1,	 9,	 0)	6163	20	2	15	17	20
(1,	 9,	 1)	3239	20	2	17	19	20
(1,	 9,	 1)	3240	20	2	13	15	20
(1,	 9,	 2)	4223	20	2	3	5	20
(1,	 9,	 2)	4260	20	2	20	22	20
(1,	 9,	 3)	1280	20	2	7	9	20
(1,	 9,	 3)	1281	20	2	13	15	20
(1,	 9,	 4)	2755	20	2	14	16	20
